house_id,housing_category,house_type,location,size_sqm,cost_per_sqm_ksh,construction_cost_ksh,financing_cost_ksh,markup_ksh,government_subsidy_ksh,final_price_ksh,interest_rate_pct,repayment_years,monthly_repayment_ksh,buyer_monthly_income_ksh,housing_levy_contribution_ksh,affordability_ratio,affordable
KE-0502,Affordable,2-Bedroom,Embakasi,55,48637.0,2675100.0,535000.0,459000.0,256800.0,3412300.0,6.0,30,20460.0,147400,2210.0,0.139,1
KE-0503,Affordable,1-Bedroom,Kasarani,32,52890.0,1692500.0,338500.0,290400.0,162500.0,2158900.0,6.0,30,12940.0,22900,340.0,0.565,0
KE-0504,Market-Rate,3-Bedroom,Kasarani,77,77340.0,5955200.0,1191000.0,1429200.0,0.0,8575400.0,9.0,15,86980.0,201400,3020.0,0.432,0
KE-0505,Affordable,1-Bedroom,Kasarani,36,50068.0,1802400.0,360500.0,309300.0,173000.0,2299200.0,6.0,15,19400.0,48800,730.0,0.398,0
KE-0506,Social,Studio,Nairobi CBD,20,58265.0,1165300.0,233100.0,131400.0,209800.0,1320000.0,3.0,25,6260.0,14800,220.0,0.423,0
KE-0507,Market-Rate,2-Bedroom,Nairobi CBD,58,102506.0,5945300.0,1189100.0,1426900.0,0.0,8561300.0,9.0,25,71850.0,312700,4690.0,0.23,1
KE-0508,Market-Rate,Studio,Westlands,17,96407.0,1638900.0,327800.0,393300.0,0.0,2360000.0,9.0,15,23940.0,249500,3740.0,0.096,1
KE-0509,Market-Rate,1-Bedroom,Nakuru,32,65408.0,2093000.0,418600.0,502300.0,0.0,3013900.0,9.0,25,25290.0,287000,4300.0,0.088,1
KE-0510,Affordable,2-Bedroom,Kibera,55,37100.0,2040500.0,408100.0,350100.0,195900.0,2602800.0,6.0,25,16770.0,147300,2210.0,0.114,1
KE-0511,Affordable,3-Bedroom,Kasarani,79,50669.0,4002900.0,800600.0,686900.0,384300.0,5106100.0,6.0,30,30610.0,41300,620.0,0.741,0
KE-0512,Affordable,1-Bedroom,Eastlands,32,41015.0,1312500.0,262500.0,225200.0,126000.0,1674200.0,6.0,25,10790.0,118200,1770.0,0.091,1
KE-0513,Market-Rate,2-Bedroom,Kisumu,53,75440.0,3998300.0,799700.0,959600.0,0.0,5757600.0,9.0,20,51800.0,171600,2570.0,0.302,0
KE-0514,Market-Rate,3-Bedroom,Eastlands,80,60466.0,4837300.0,967500.0,1161000.0,0.0,6965800.0,9.0,25,58460.0,382100,5730.0,0.153,1
KE-0515,Social,Studio,Mombasa,17,51383.0,873500.0,174700.0,98500.0,157200.0,989500.0,3.0,15,6830.0,12200,180.0,0.56,0
KE-0516,Social,1-Bedroom,Eastlands,36,38055.0,1370000.0,274000.0,154500.0,246600.0,1551900.0,3.0,30,6540.0,17300,260.0,0.378,0
KE-0517,Affordable,1-Bedroom,Mombasa,37,58234.0,2154700.0,430900.0,369700.0,206800.0,2748500.0,6.0,15,23190.0,99400,1490.0,0.233,1
KE-0518,Market-Rate,1-Bedroom,Ruiru,33,65891.0,2174400.0,434900.0,521900.0,0.0,3131200.0,9.0,30,25190.0,287800,4320.0,0.088,1
KE-0519,Market-Rate,1-Bedroom,Kisumu,37,79986.0,2959500.0,591900.0,710300.0,0.0,4261700.0,9.0,20,38340.0,304500,4570.0,0.126,1
KE-0520,Social,3-Bedroom,Eastlands,82,36177.0,2966500.0,593300.0,334600.0,534000.0,3360400.0,3.0,15,23210.0,19700,300.0,1.178,0
KE-0521,Affordable,2-Bedroom,Ruiru,52,45583.0,2370300.0,474100.0,406700.0,227600.0,3023500.0,6.0,15,25510.0,71400,1070.0,0.357,0
KE-0522,Affordable,2-Bedroom,Embakasi,53,49126.0,2603700.0,520700.0,446800.0,250000.0,3321200.0,6.0,25,21400.0,108000,1620.0,0.198,1
KE-0523,Market-Rate,1-Bedroom,Kibera,33,58089.0,1916900.0,383400.0,460100.0,0.0,2760400.0,9.0,25,23170.0,442000,6630.0,0.052,1
KE-0524,Market-Rate,2-Bedroom,Ruiru,54,66173.0,3573300.0,714700.0,857600.0,0.0,5145600.0,9.0,20,46300.0,352300,5280.0,0.131,1
KE-0525,Market-Rate,3-Bedroom,Kibera,82,58835.0,4824500.0,964900.0,1157900.0,0.0,6947300.0,9.0,15,70460.0,471400,7070.0,0.149,1
KE-0526,Affordable,2-Bedroom,Eastlands,53,40658.0,2154900.0,431000.0,369800.0,206900.0,2748800.0,6.0,20,19690.0,70200,1050.0,0.28,1
KE-0527,Affordable,Studio,Nakuru,19,43814.0,832500.0,166500.0,142900.0,79900.0,1062000.0,6.0,15,8960.0,122600,1840.0,0.073,1
KE-0528,Social,2-Bedroom,Ruiru,55,39878.0,2193300.0,438700.0,247400.0,394800.0,2484600.0,3.0,15,17160.0,13600,200.0,1.262,0
KE-0529,Social,Studio,Kisumu,19,45350.0,861700.0,172300.0,97200.0,155100.0,976100.0,3.0,25,4630.0,10200,150.0,0.454,0
KE-0530,Market-Rate,1-Bedroom,Eastlands,36,65314.0,2351300.0,470300.0,564300.0,0.0,3385900.0,9.0,30,27240.0,468500,7030.0,0.058,1
KE-0531,Market-Rate,Studio,Kasarani,23,74056.0,1703300.0,340700.0,408800.0,0.0,2452800.0,9.0,15,24880.0,177500,2660.0,0.14,1
KE-0532,Market-Rate,2-Bedroom,Nairobi CBD,52,99060.0,5151100.0,1030200.0,1236300.0,0.0,7417600.0,9.0,20,66740.0,449500,6740.0,0.148,1
KE-0533,Market-Rate,2-Bedroom,Ruiru,55,66219.0,3642100.0,728400.0,874100.0,0.0,5244600.0,9.0,25,44010.0,329000,4940.0,0.134,1
KE-0534,Affordable,Studio,Kisumu,23,52191.0,1200400.0,240100.0,206000.0,115200.0,1531300.0,6.0,15,12920.0,110500,1660.0,0.117,1
KE-0535,Affordable,1-Bedroom,Embakasi,38,48451.0,1841200.0,368200.0,315900.0,176800.0,2348500.0,6.0,20,16830.0,120400,1810.0,0.14,1
KE-0536,Market-Rate,1-Bedroom,Kasarani,35,72329.0,2531500.0,506300.0,607600.0,0.0,3645400.0,9.0,25,30590.0,287300,4310.0,0.106,1
KE-0537,Market-Rate,1-Bedroom,Embakasi,36,69032.0,2485200.0,497000.0,596400.0,0.0,3578600.0,9.0,20,32200.0,478700,7180.0,0.067,1
KE-0538,Social,Studio,Eastlands,19,37027.0,703500.0,140700.0,79400.0,126600.0,797000.0,3.0,20,4420.0,16900,250.0,0.262,1
KE-0539,Affordable,1-Bedroom,Nairobi CBD,32,65744.0,2103800.0,420800.0,361000.0,202000.0,2683600.0,6.0,15,22650.0,79100,1190.0,0.286,1
KE-0540,Social,2-Bedroom,Ruiru,54,41144.0,2221800.0,444400.0,250600.0,399900.0,2516900.0,3.0,25,11940.0,10500,160.0,1.137,0
KE-0541,Market-Rate,Studio,Ruiru,18,70886.0,1276000.0,255200.0,306200.0,0.0,1837400.0,9.0,20,16530.0,458400,6880.0,0.036,1
KE-0542,Affordable,Studio,Nakuru,19,45069.0,856300.0,171300.0,146900.0,82200.0,1092300.0,6.0,25,7040.0,135000,2020.0,0.052,1
KE-0543,Social,1-Bedroom,Nakuru,35,36491.0,1277200.0,255400.0,144100.0,229900.0,1446800.0,3.0,15,9990.0,18000,270.0,0.555,0
KE-0544,Affordable,3-Bedroom,Eastlands,77,42065.0,3239000.0,647800.0,555800.0,310900.0,4131700.0,6.0,25,26620.0,86300,1290.0,0.308,0
KE-0545,Affordable,2-Bedroom,Eastlands,54,42929.0,2318100.0,463600.0,397800.0,222500.0,2957000.0,6.0,15,24950.0,105800,1590.0,0.236,1
KE-0546,Affordable,2-Bedroom,Nairobi CBD,52,70101.0,3645300.0,729100.0,625500.0,350000.0,4649900.0,6.0,15,39240.0,25000,380.0,1.57,0
KE-0547,Social,1-Bedroom,Nakuru,32,38632.0,1236200.0,247200.0,139400.0,222500.0,1400300.0,3.0,15,9670.0,15200,230.0,0.636,0
KE-0548,Affordable,2-Bedroom,Kisumu,53,54805.0,2904700.0,580900.0,498400.0,278800.0,3705200.0,6.0,25,23870.0,134200,2010.0,0.178,1
KE-0549,Affordable,Studio,Kisumu,18,51380.0,924800.0,185000.0,158700.0,88800.0,1179700.0,6.0,20,8450.0,90200,1350.0,0.094,1
KE-0550,Affordable,2-Bedroom,Nairobi CBD,55,65562.0,3605900.0,721200.0,618800.0,346200.0,4599700.0,6.0,15,38810.0,58500,880.0,0.663,0
KE-0551,Affordable,3-Bedroom,Kisumu,81,50889.0,4122000.0,824400.0,707300.0,395700.0,5258000.0,6.0,30,31520.0,69000,1040.0,0.457,0
KE-0552,Market-Rate,2-Bedroom,Mombasa,58,86401.0,5011200.0,1002200.0,1202700.0,0.0,7216100.0,9.0,20,64930.0,166900,2500.0,0.389,0
KE-0553,Affordable,3-Bedroom,Kibera,77,39981.0,3078500.0,615700.0,528300.0,295500.0,3927000.0,6.0,30,23540.0,44600,670.0,0.528,0
KE-0554,Affordable,2-Bedroom,Nairobi CBD,56,67282.0,3767800.0,753600.0,646600.0,361700.0,4806300.0,6.0,30,28820.0,144700,2170.0,0.199,1
KE-0555,Market-Rate,Studio,Nairobi CBD,23,105152.0,2418500.0,483700.0,580400.0,0.0,3482600.0,9.0,30,28020.0,192600,2890.0,0.145,1
KE-0556,Affordable,3-Bedroom,Westlands,83,66768.0,5541800.0,1108400.0,951000.0,532000.0,7069200.0,6.0,25,45550.0,85400,1280.0,0.533,0
KE-0557,Social,Studio,Kasarani,20,43597.0,871900.0,174400.0,98400.0,156900.0,987800.0,3.0,15,6820.0,10200,150.0,0.669,0
KE-0558,Social,2-Bedroom,Kasarani,58,45272.0,2625800.0,525200.0,296200.0,472600.0,2974600.0,3.0,25,14110.0,16200,240.0,0.871,0
KE-0559,Affordable,Studio,Mombasa,23,60282.0,1386500.0,277300.0,237900.0,133100.0,1768600.0,6.0,25,11400.0,22800,340.0,0.5,0
KE-0560,Affordable,Studio,Nakuru,17,41605.0,707300.0,141500.0,121400.0,67900.0,902300.0,6.0,15,7610.0,92800,1390.0,0.082,1
KE-0561,Affordable,1-Bedroom,Eastlands,32,43209.0,1382700.0,276500.0,237300.0,132700.0,1763800.0,6.0,30,10570.0,96600,1450.0,0.109,1
KE-0562,Social,1-Bedroom,Eastlands,37,35876.0,1327400.0,265500.0,149700.0,238900.0,1503700.0,3.0,25,7130.0,11600,170.0,0.615,0
KE-0563,Social,1-Bedroom,Embakasi,36,41211.0,1483600.0,296700.0,167300.0,267000.0,1680600.0,3.0,30,7090.0,12900,190.0,0.55,0
KE-0564,Social,2-Bedroom,Mombasa,54,51636.0,2788300.0,557700.0,314500.0,501900.0,3158600.0,3.0,20,17520.0,15100,230.0,1.16,0
KE-0565,Affordable,Studio,Nairobi CBD,18,66564.0,1198100.0,239600.0,205600.0,115000.0,1528300.0,6.0,20,10950.0,136200,2040.0,0.08,1
KE-0566,Affordable,Studio,Mombasa,19,55864.0,1061400.0,212300.0,182100.0,101900.0,1353900.0,6.0,30,8120.0,24200,360.0,0.336,0
KE-0567,Affordable,2-Bedroom,Mombasa,56,59957.0,3357600.0,671500.0,576200.0,322300.0,4283000.0,6.0,25,27600.0,120700,1810.0,0.229,1
KE-0568,Affordable,1-Bedroom,Mombasa,33,59047.0,1948600.0,389700.0,334400.0,187100.0,2485600.0,6.0,25,16010.0,117200,1760.0,0.137,1
KE-0569,Market-Rate,2-Bedroom,Kasarani,54,78217.0,4223700.0,844700.0,1013700.0,0.0,6082100.0,9.0,25,51040.0,468400,7030.0,0.109,1
KE-0570,Affordable,2-Bedroom,Mombasa,57,60228.0,3433000.0,686600.0,589100.0,329600.0,4379100.0,6.0,20,31370.0,142400,2140.0,0.22,1
KE-0571,Affordable,2-Bedroom,Kibera,53,37783.0,2002500.0,400500.0,343600.0,192200.0,2554400.0,6.0,30,15310.0,118300,1770.0,0.129,1
KE-0572,Affordable,2-Bedroom,Eastlands,52,42182.0,2193400.0,438700.0,376400.0,210600.0,2797900.0,6.0,25,18030.0,40700,610.0,0.443,0
KE-0573,Affordable,1-Bedroom,Embakasi,34,46793.0,1591000.0,318200.0,273000.0,152700.0,2029500.0,6.0,30,12170.0,95500,1430.0,0.127,1
KE-0574,Affordable,2-Bedroom,Kibera,53,39586.0,2098100.0,419600.0,360000.0,201400.0,2676300.0,6.0,15,22580.0,21600,320.0,1.045,0
KE-0575,Market-Rate,1-Bedroom,Embakasi,37,70578.0,2611400.0,522300.0,626700.0,0.0,3760400.0,9.0,25,31560.0,388500,5830.0,0.081,1
KE-0576,Market-Rate,1-Bedroom,Westlands,38,100672.0,3825500.0,765100.0,918100.0,0.0,5508700.0,9.0,30,44320.0,160800,2410.0,0.276,1
KE-0577,Social,2-Bedroom,Embakasi,53,40516.0,2147400.0,429500.0,242200.0,386500.0,2432600.0,3.0,25,11540.0,10900,160.0,1.059,0
KE-0578,Market-Rate,1-Bedroom,Eastlands,33,65599.0,2164800.0,433000.0,519600.0,0.0,3117400.0,9.0,15,31620.0,300700,4510.0,0.105,1
KE-0579,Affordable,2-Bedroom,Eastlands,57,40355.0,2300200.0,460000.0,394700.0,220800.0,2934100.0,6.0,30,17590.0,84200,1260.0,0.209,1
KE-0580,Social,2-Bedroom,Mombasa,58,49046.0,2844600.0,568900.0,320900.0,512000.0,3222400.0,3.0,20,17870.0,17000,260.0,1.051,0
KE-0581,Affordable,3-Bedroom,Ruiru,79,43610.0,3445200.0,689000.0,591200.0,330700.0,4394700.0,6.0,20,31480.0,33400,500.0,0.943,0
KE-0582,Market-Rate,3-Bedroom,Westlands,80,92390.0,7391200.0,1478200.0,1773900.0,0.0,10643300.0,9.0,15,107950.0,265400,3980.0,0.407,0
KE-0583,Affordable,1-Bedroom,Nairobi CBD,34,68427.0,2326500.0,465300.0,399200.0,223300.0,2967700.0,6.0,20,21260.0,136600,2050.0,0.156,1
KE-0584,Affordable,1-Bedroom,Kisumu,38,55142.0,2095400.0,419100.0,359600.0,201200.0,2672900.0,6.0,30,16030.0,42700,640.0,0.375,0
KE-0585,Affordable,2-Bedroom,Embakasi,56,46989.0,2631400.0,526300.0,451600.0,252600.0,3356700.0,6.0,25,21630.0,72900,1090.0,0.297,1
KE-0586,Social,1-Bedroom,Ruiru,37,41110.0,1521100.0,304200.0,171600.0,273800.0,1723100.0,3.0,15,11900.0,19800,300.0,0.601,0
KE-0587,Social,2-Bedroom,Mombasa,54,50893.0,2748200.0,549600.0,310000.0,494700.0,3113100.0,3.0,20,17270.0,11300,170.0,1.528,0
KE-0588,Social,2-Bedroom,Kasarani,53,43008.0,2279400.0,455900.0,257100.0,410300.0,2582100.0,3.0,25,12240.0,10400,160.0,1.177,0
KE-0589,Social,2-Bedroom,Nairobi CBD,57,56853.0,3240600.0,648100.0,365500.0,583300.0,3670900.0,3.0,25,17410.0,10600,160.0,1.642,0
KE-0590,Social,1-Bedroom,Nakuru,32,38622.0,1235900.0,247200.0,139400.0,222500.0,1400000.0,3.0,30,5900.0,11800,180.0,0.5,0
KE-0591,Social,Studio,Ruiru,23,41293.0,949700.0,189900.0,107100.0,170900.0,1075800.0,3.0,25,5100.0,14300,210.0,0.357,0
KE-0592,Affordable,1-Bedroom,Kasarani,34,48728.0,1656800.0,331400.0,284300.0,159100.0,2113400.0,6.0,20,15140.0,90500,1360.0,0.167,1
KE-0593,Social,Studio,Westlands,22,56977.0,1253500.0,250700.0,141400.0,225600.0,1420000.0,3.0,25,6730.0,18900,280.0,0.356,0
KE-0594,Affordable,3-Bedroom,Mombasa,79,58869.0,4650700.0,930100.0,798100.0,446500.0,5932400.0,6.0,25,38220.0,42500,640.0,0.899,0
KE-0595,Market-Rate,1-Bedroom,Nairobi CBD,37,101851.0,3768500.0,753700.0,904400.0,0.0,5426600.0,9.0,30,43660.0,323600,4850.0,0.135,1
KE-0596,Affordable,Studio,Nairobi CBD,18,70106.0,1261900.0,252400.0,216500.0,121100.0,1609700.0,6.0,20,11530.0,140500,2110.0,0.082,1
KE-0597,Affordable,Studio,Nairobi CBD,17,66543.0,1131200.0,226200.0,194100.0,108600.0,1442900.0,6.0,25,9300.0,60200,900.0,0.154,1
KE-0598,Social,2-Bedroom,Westlands,52,57866.0,3009000.0,601800.0,339400.0,541600.0,3408600.0,3.0,25,16160.0,11300,170.0,1.43,0
KE-0599,Social,2-Bedroom,Embakasi,56,40496.0,2267800.0,453600.0,255800.0,408200.0,2569000.0,3.0,30,10830.0,12900,190.0,0.84,0
KE-0600,Social,1-Bedroom,Nakuru,37,36436.0,1348100.0,269600.0,152100.0,242700.0,1527100.0,3.0,20,8470.0,16000,240.0,0.529,0
KE-0601,Social,Studio,Westlands,19,55602.0,1056400.0,211300.0,119200.0,190200.0,1196700.0,3.0,25,5670.0,13600,200.0,0.417,0
KE-0602,Social,1-Bedroom,Kisumu,32,44218.0,1415000.0,283000.0,159600.0,254700.0,1602900.0,3.0,20,8890.0,16400,250.0,0.542,0
KE-0603,Social,1-Bedroom,Nakuru,38,38297.0,1455300.0,291100.0,164200.0,262000.0,1648600.0,3.0,25,7820.0,17900,270.0,0.437,0
KE-0604,Social,2-Bedroom,Eastlands,52,36032.0,1873600.0,374700.0,211300.0,337200.0,2122400.0,3.0,15,14660.0,15100,230.0,0.971,0
KE-0605,Social,2-Bedroom,Mombasa,55,48547.0,2670100.0,534000.0,301200.0,480600.0,3024700.0,3.0,30,12750.0,15600,230.0,0.817,0
KE-0606,Affordable,1-Bedroom,Westlands,35,65335.0,2286700.0,457300.0,392400.0,219500.0,2916900.0,6.0,20,20900.0,111400,1670.0,0.188,1
KE-0607,Social,1-Bedroom,Kasarani,32,45915.0,1469300.0,293900.0,165700.0,264500.0,1664400.0,3.0,15,11490.0,16900,250.0,0.68,0
KE-0608,Affordable,3-Bedroom,Nakuru,82,41283.0,3385200.0,677000.0,580900.0,325000.0,4318100.0,6.0,30,25890.0,122500,1840.0,0.211,1
KE-0609,Affordable,1-Bedroom,Kisumu,36,52946.0,1906000.0,381200.0,327100.0,183000.0,2431300.0,6.0,20,17420.0,134000,2010.0,0.13,1
KE-0610,Affordable,2-Bedroom,Eastlands,52,40835.0,2123400.0,424700.0,364400.0,203800.0,2708700.0,6.0,15,22860.0,54800,820.0,0.417,0
KE-0611,Social,Studio,Embakasi,18,40040.0,720700.0,144100.0,81300.0,129700.0,816400.0,3.0,15,5640.0,13800,210.0,0.409,0
KE-0612,Affordable,1-Bedroom,Kasarani,34,49976.0,1699200.0,339800.0,291600.0,163100.0,2167500.0,6.0,30,13000.0,104000,1560.0,0.125,1
KE-0613,Affordable,Studio,Nakuru,21,42754.0,897800.0,179600.0,154100.0,86200.0,1145300.0,6.0,15,9660.0,51100,770.0,0.189,1
KE-0614,Social,2-Bedroom,Mombasa,53,50154.0,2658200.0,531600.0,299800.0,478500.0,3011100.0,3.0,15,20790.0,14400,220.0,1.444,0
KE-0615,Market-Rate,3-Bedroom,Kasarani,81,74925.0,6068900.0,1213800.0,1456500.0,0.0,8739200.0,9.0,15,88640.0,295700,4440.0,0.3,1
KE-0616,Market-Rate,1-Bedroom,Eastlands,33,65389.0,2157800.0,431600.0,517900.0,0.0,3107300.0,9.0,30,25000.0,431200,6470.0,0.058,1
KE-0617,Social,Studio,Kasarani,19,43743.0,831100.0,166200.0,93700.0,149600.0,941400.0,3.0,30,3970.0,17400,260.0,0.228,1
KE-0618,Social,Studio,Kibera,19,32782.0,622900.0,124600.0,70300.0,112100.0,705700.0,3.0,30,2980.0,14200,210.0,0.21,1
KE-0619,Market-Rate,1-Bedroom,Ruiru,35,68488.0,2397100.0,479400.0,575300.0,0.0,3451800.0,9.0,20,31060.0,380900,5710.0,0.082,1
KE-0620,Affordable,Studio,Embakasi,22,48461.0,1066100.0,213200.0,182900.0,102300.0,1359900.0,6.0,15,11480.0,49700,750.0,0.231,1
KE-0621,Social,Studio,Eastlands,18,36721.0,661000.0,132200.0,74600.0,119000.0,748800.0,3.0,25,3550.0,11600,170.0,0.306,0
KE-0622,Social,2-Bedroom,Kasarani,55,42136.0,2317500.0,463500.0,261400.0,417200.0,2625200.0,3.0,15,18130.0,19900,300.0,0.911,0
KE-0623,Affordable,1-Bedroom,Ruiru,33,47251.0,1559300.0,311900.0,267600.0,149700.0,1989100.0,6.0,15,16790.0,140600,2110.0,0.119,1
KE-0624,Affordable,1-Bedroom,Ruiru,35,45845.0,1604600.0,320900.0,275300.0,154000.0,2046800.0,6.0,30,12270.0,60300,900.0,0.203,1
KE-0625,Affordable,3-Bedroom,Kasarani,79,49298.0,3894600.0,778900.0,668300.0,373900.0,4967900.0,6.0,25,32010.0,121000,1820.0,0.265,1
KE-0626,Affordable,Studio,Mombasa,21,59056.0,1240200.0,248000.0,212800.0,119100.0,1581900.0,6.0,20,11330.0,63300,950.0,0.179,1
KE-0627,Affordable,3-Bedroom,Kibera,83,39845.0,3307100.0,661400.0,567500.0,317500.0,4218500.0,6.0,15,35600.0,47000,700.0,0.757,0
KE-0628,Affordable,1-Bedroom,Westlands,35,63062.0,2207200.0,441400.0,378700.0,211900.0,2815400.0,6.0,30,16880.0,135200,2030.0,0.125,1
KE-0629,Social,3-Bedroom,Kibera,78,32954.0,2570400.0,514100.0,289900.0,462700.0,2911700.0,3.0,25,13810.0,13200,200.0,1.046,0
KE-0630,Social,2-Bedroom,Kasarani,53,43548.0,2308000.0,461600.0,260300.0,415400.0,2614500.0,3.0,15,18060.0,11600,170.0,1.557,0
KE-0631,Affordable,2-Bedroom,Embakasi,58,49050.0,2844900.0,569000.0,488200.0,273100.0,3629000.0,6.0,25,23380.0,53900,810.0,0.434,0
KE-0632,Market-Rate,3-Bedroom,Westlands,82,92686.0,7600200.0,1520000.0,1824000.0,0.0,10944200.0,9.0,20,98470.0,440400,6610.0,0.224,1
KE-0633,Affordable,1-Bedroom,Eastlands,34,41111.0,1397800.0,279600.0,239900.0,134200.0,1783100.0,6.0,20,12770.0,140400,2110.0,0.091,1
KE-0634,Affordable,3-Bedroom,Kibera,78,37209.0,2902300.0,580500.0,498000.0,278600.0,3702200.0,6.0,15,31240.0,94800,1420.0,0.33,0
KE-0635,Social,1-Bedroom,Kasarani,32,43623.0,1395900.0,279200.0,157500.0,251300.0,1581300.0,3.0,15,10920.0,12700,190.0,0.86,0
KE-0636,Affordable,1-Bedroom,Kibera,36,39318.0,1415500.0,283100.0,242900.0,135900.0,1805600.0,6.0,25,11630.0,110300,1650.0,0.105,1
KE-0637,Affordable,1-Bedroom,Westlands,35,66842.0,2339500.0,467900.0,401500.0,224600.0,2984300.0,6.0,25,19230.0,66000,990.0,0.291,1
KE-0638,Social,2-Bedroom,Kisumu,57,47462.0,2705300.0,541100.0,305200.0,487000.0,3064600.0,3.0,20,17000.0,10500,160.0,1.619,0
KE-0639,Social,Studio,Nakuru,23,38851.0,893600.0,178700.0,100800.0,160800.0,1012300.0,3.0,30,4270.0,19000,280.0,0.225,1
KE-0640,Affordable,2-Bedroom,Kibera,56,40277.0,2255500.0,451100.0,387000.0,216500.0,2877100.0,6.0,20,20610.0,91900,1380.0,0.224,1
KE-0641,Social,2-Bedroom,Eastlands,54,38760.0,2093000.0,418600.0,236100.0,376700.0,2371000.0,3.0,20,13150.0,14600,220.0,0.901,0
KE-0642,Affordable,2-Bedroom,Eastlands,57,42402.0,2416900.0,483400.0,414700.0,232000.0,3083000.0,6.0,15,26020.0,59400,890.0,0.438,0
KE-0643,Social,2-Bedroom,Nairobi CBD,55,60902.0,3349600.0,669900.0,377800.0,602900.0,3794400.0,3.0,15,26200.0,12400,190.0,2.113,0
KE-0644,Affordable,1-Bedroom,Kibera,35,39192.0,1371700.0,274300.0,235400.0,131700.0,1749700.0,6.0,15,14760.0,144700,2170.0,0.102,1
KE-0645,Social,1-Bedroom,Nakuru,38,35936.0,1365600.0,273100.0,154000.0,245800.0,1546900.0,3.0,20,8580.0,11900,180.0,0.721,0
KE-0646,Market-Rate,1-Bedroom,Mombasa,32,84108.0,2691500.0,538300.0,646000.0,0.0,3875800.0,9.0,20,34870.0,242800,3640.0,0.144,1
KE-0647,Affordable,Studio,Ruiru,23,44858.0,1031700.0,206300.0,177000.0,99000.0,1316000.0,6.0,25,8480.0,58900,880.0,0.144,1
KE-0648,Affordable,Studio,Nakuru,19,41043.0,779800.0,156000.0,133800.0,74900.0,994700.0,6.0,20,7130.0,101000,1520.0,0.071,1
KE-0649,Affordable,1-Bedroom,Ruiru,37,44420.0,1643500.0,328700.0,282000.0,157800.0,2096400.0,6.0,30,12570.0,90200,1350.0,0.139,1
KE-0650,Affordable,1-Bedroom,Ruiru,37,43631.0,1614300.0,322900.0,277000.0,155000.0,2059200.0,6.0,20,14750.0,110200,1650.0,0.134,1
KE-0651,Social,3-Bedroom,Kisumu,78,46457.0,3623600.0,724700.0,408700.0,652200.0,4104800.0,3.0,30,17310.0,19100,290.0,0.906,0
KE-0652,Affordable,2-Bedroom,Nairobi CBD,52,66645.0,3465500.0,693100.0,594700.0,332700.0,4420600.0,6.0,15,37300.0,42800,640.0,0.871,0
KE-0653,Affordable,1-Bedroom,Nakuru,32,44824.0,1434400.0,286900.0,246100.0,137700.0,1829700.0,6.0,20,13110.0,129800,1950.0,0.101,1
KE-0654,Affordable,2-Bedroom,Nakuru,57,43170.0,2460700.0,492100.0,422300.0,236200.0,3138900.0,6.0,20,22490.0,92100,1380.0,0.244,1
KE-0655,Affordable,Studio,Kisumu,22,50724.0,1115900.0,223200.0,191500.0,107100.0,1423500.0,6.0,20,10200.0,33900,510.0,0.301,0
KE-0656,Social,1-Bedroom,Kibera,36,32122.0,1156400.0,231300.0,130400.0,208200.0,1309900.0,3.0,20,7260.0,13800,210.0,0.526,0
KE-0657,Social,2-Bedroom,Kibera,56,32922.0,1843600.0,368700.0,208000.0,331800.0,2088500.0,3.0,25,9900.0,14500,220.0,0.683,0
KE-0658,Affordable,1-Bedroom,Kibera,36,37111.0,1336000.0,267200.0,229300.0,128300.0,1704200.0,6.0,30,10220.0,103100,1550.0,0.099,1
KE-0659,Affordable,1-Bedroom,Embakasi,32,46188.0,1478000.0,295600.0,253600.0,141900.0,1885300.0,6.0,25,12150.0,101500,1520.0,0.12,1
KE-0660,Affordable,3-Bedroom,Ruiru,78,43885.0,3423000.0,684600.0,587400.0,328600.0,4366400.0,6.0,20,31280.0,60900,910.0,0.514,0
KE-0661,Affordable,3-Bedroom,Embakasi,80,49965.0,3997200.0,799400.0,685900.0,383700.0,5098800.0,6.0,15,43030.0,38300,570.0,1.123,0
KE-0662,Market-Rate,2-Bedroom,Nairobi CBD,56,104038.0,5826100.0,1165200.0,1398300.0,0.0,8389600.0,9.0,20,75480.0,473000,7100.0,0.16,1
KE-0663,Affordable,2-Bedroom,Kisumu,53,50571.0,2680300.0,536100.0,459900.0,257300.0,3419000.0,6.0,15,28850.0,36600,550.0,0.788,0
KE-0664,Social,2-Bedroom,Nakuru,58,36844.0,2136900.0,427400.0,241000.0,384600.0,2420700.0,3.0,30,10210.0,19700,300.0,0.518,0
KE-0665,Social,1-Bedroom,Ruiru,34,39661.0,1348500.0,269700.0,152100.0,242700.0,1527600.0,3.0,30,6440.0,19300,290.0,0.334,0
KE-0666,Social,1-Bedroom,Embakasi,36,40792.0,1468500.0,293700.0,165600.0,264300.0,1663500.0,3.0,30,7010.0,10600,160.0,0.661,0
KE-0667,Social,Studio,Embakasi,23,43719.0,1005500.0,201100.0,113400.0,181000.0,1139000.0,3.0,25,5400.0,10500,160.0,0.514,0
KE-0668,Social,1-Bedroom,Kasarani,35,42774.0,1497100.0,299400.0,168900.0,269500.0,1695900.0,3.0,30,7150.0,13400,200.0,0.534,0
KE-0669,Social,2-Bedroom,Embakasi,54,41114.0,2220100.0,444000.0,250400.0,399600.0,2514900.0,3.0,15,17370.0,17000,260.0,1.022,0
